         2 	0.5763
         4 	0.7251
         8 	1.0690
        16 	0.5132
        32 	0.5742
        64 	0.5836
       128 	0.6976
       256 	0.6325
       512 	0.6125
      1024 	0.6563
      2048 	0.6192
      4096 	0.7392
      8192 	0.8803
     16384 	0.9413
