         2 	0.7712
         4 	1.0526
         8 	2.3862
        16 	1.8368
        32 	2.8834
        64 	2.9896
       128 	3.5838
       256 	3.5139
       512 	3.1651
      1024 	3.7980
      2048 	3.6404
      4096 	3.8732
      8192 	4.1776
     16384 	4.1597
