         2 	0.5250
         4 	0.6864
         8 	0.5976
        16 	0.5313
        32 	0.5835
        64 	0.5597
       128 	0.4965
       256 	0.5582
       512 	0.5727
      1024 	0.5988
      2048 	0.6208
      4096 	0.7316
      8192 	0.8053
     16384 	0.8586
