         2 	2.0000
         4 	2.5029
         8 	1.9069
        16 	1.5618
        32 	2.0026
        64 	1.4420
       128 	1.7770
       256 	1.8828
       512 	1.6388
      1024 	1.7659
      2048 	1.6746
      4096 	1.7722
      8192 	1.8775
     16384 	1.9032
