         2 	0.5125
         4 	0.4564
         8 	0.2571
        16 	0.3190
        32 	0.3037
        64 	0.2560
       128 	0.3321
       256 	0.2917
       512 	0.2966
      1024 	0.3139
      2048 	0.2875
      4096 	0.3086
      8192 	0.3127
     16384 	0.2888
