         2 	0.3433
         4 	0.6639
         8 	0.4729
        16 	0.4807
        32 	0.5218
        64 	0.5044
       128 	0.4954
       256 	0.6325
       512 	1.1509
      1024 	0.5574
      2048 	0.5558
      4096 	0.5368
      8192 	0.6204
     16384 	0.6192
