         2 	0.3507
         4 	0.8235
         8 	0.4982
        16 	0.7343
        32 	0.8132
        64 	0.8451
       128 	0.8794
       256 	1.0081
       512 	1.1827
      1024 	1.0909
      2048 	1.2362
      4096 	1.1472
      8192 	1.2393
     16384 	1.2382
