         2 	0.6866
         4 	1.3697
         8 	0.7653
        16 	1.1256
        32 	1.0112
        64 	0.9491
       128 	0.9637
       256 	1.0242
       512 	0.8494
      1024 	0.8516
      2048 	0.9328
      4096 	0.7490
      8192 	0.7779
     16384 	0.7094
